#{"env_id": null, "t_start": 1550439889.1704478}
r,l,t
-1.0,100,1034.366215
1.0,10,1034.426885
-1.0,100,1035.801094
-1.0,100,1037.218904
1.0,61,1038.556238
-1.0,100,1038.962917
1.0,99,1040.413538
-1.0,100,1041.843967
1.0,39,1041.987309
1.0,74,1043.366577
-1.0,100,1044.729896
1.0,66,1045.012259
-1.0,100,1046.56504
-1.0,100,1047.891577
-1.0,100,1048.277427
-1.0,100,1049.680243
-1.0,100,1051.053508
-1.0,100,1052.569941
-1.0,100,1053.902377
-1.0,100,1054.273764
-1.0,100,1055.651521
1.0,57,1056.915215
-1.0,100,1057.31535
-1.0,100,1058.724921
-1.0,100,1060.11768
-1.0,100,1061.608485
1.0,97,1062.034123
1.0,99,1063.457679
1.0,95,1064.792126
1.0,21,1064.866936
-1.0,100,1066.25891
-1.0,100,1067.652076
-1.0,100,1068.058349
-1.0,100,1069.518556
-1.0,100,1070.953984
-1.0,100,1072.429117
-1.0,100,1073.848287
-1.0,100,1074.280869
1.0,34,1075.39957
-1.0,100,1075.770767
-1.0,100,1077.179846
-1.0,100,1078.601869
-1.0,100,1079.944452
-1.0,100,1081.301408
1.0,46,1081.503835
-1.0,100,1082.947747
-1.0,100,1083.392625
1.0,56,1084.616398
1.0,24,1084.715794
-1.0,100,1086.13369
-1.0,100,1087.588435
-1.0,100,1088.005004
-1.0,100,1089.344754
-1.0,100,1090.748162
-1.0,100,1092.245545
1.0,55,1092.494471
1.0,17,1092.568474
-1.0,100,1094.052714
-1.0,100,1095.438262
1.0,27,1095.556279
-1.0,100,1096.89565
-1.0,100,1098.363005
1.0,71,1098.660825
-1.0,100,1100.099676
-1.0,100,1101.573808
-1.0,100,1103.052027
-1.0,100,1103.469158
-1.0,100,1104.827798
-1.0,100,1106.194571
-1.0,100,1107.718754
1.0,64,1108.002712
-1.0,100,1109.383256
-1.0,100,1110.786441
-1.0,100,1112.344678
-1.0,100,1112.726055
-1.0,100,1114.30449
1.0,67,1115.604897
-1.0,100,1116.01055
-1.0,100,1117.340888
-1.0,100,1118.794965
1.0,6,1118.823423
-1.0,100,1120.139086
-1.0,100,1121.528808
1.0,20,1121.611019
-1.0,100,1122.014213
-1.0,100,1123.374839
-1.0,100,1124.729781
-1.0,100,1126.166197
-1.0,100,1127.48783
-1.0,100,1127.884104
-1.0,100,1129.311526
-1.0,100,1130.812526
-1.0,100,1132.23993
-1.0,100,1133.586582
1.0,99,1133.969299
-1.0,100,1135.352103
-1.0,100,1136.65952
1.0,43,1136.834832
-1.0,100,1138.227473
-1.0,100,1139.604006
1.0,38,1139.746624
-1.0,100,1141.16736
-1.0,100,1142.581083
-1.0,100,1143.008494
-1.0,100,1144.405736
-1.0,100,1145.859498
1.0,88,1147.273338
1.0,38,1147.411128
-1.0,100,1148.833996
-1.0,100,1149.261132
1.0,44,1150.38085
-1.0,100,1151.923789
-1.0,100,1152.320089
-1.0,100,1153.716871
1.0,72,1154.997986
1.0,38,1155.149987
1.0,45,1155.333944
1.0,43,1156.440527
-1.0,100,1157.784825
-1.0,100,1158.186586
1.0,34,1159.318456
1.0,63,1159.560401
-1.0,100,1160.952692
1.0,53,1161.159511
1.0,47,1162.382241
-1.0,100,1162.774547
-1.0,100,1164.231256
-1.0,100,1165.572806
-1.0,100,1167.022129
-1.0,100,1168.384002
1.0,23,1168.485453
1.0,19,1168.555141
1.0,81,1168.892322
-1.0,100,1170.331015
-1.0,100,1171.735152
1.0,27,1171.83402
-1.0,100,1173.157016
1.0,86,1174.510575
-1.0,100,1174.915602
-1.0,100,1176.347927
-1.0,100,1177.778547
-1.0,100,1179.129868
1.0,52,1179.345666
-1.0,100,1180.741986
-1.0,100,1182.182632
1.0,27,1182.277367
-1.0,100,1183.689557
