#{"env_id": null, "t_start": 1550434953.4949448}
r,l,t
-1.0,100,644.979463
-1.0,100,646.305122
-1.0,100,646.704523
-1.0,100,648.074424
1.0,85,649.383384
-1.0,100,650.782703
-1.0,100,651.209572
-1.0,100,652.623004
-1.0,100,654.094743
-1.0,100,655.499224
-1.0,100,655.892155
-1.0,100,657.241248
-1.0,100,658.705958
-1.0,100,660.063187
-1.0,100,661.451711
-1.0,100,661.825694
1.0,24,662.96401
-1.0,100,663.358223
-1.0,100,664.883463
1.0,55,666.195498
1.0,47,666.376848
1.0,42,666.551688
1.0,47,667.711259
-1.0,100,668.129396
-1.0,100,669.54244
-1.0,100,670.921345
-1.0,100,672.263022
1.0,14,672.320542
-1.0,100,673.690417
-1.0,100,674.080058
-1.0,100,675.404473
1.0,6,675.427254
1.0,16,675.488826
-1.0,100,676.824369
-1.0,100,678.329926
-1.0,100,679.69006
-1.0,100,680.067691
-1.0,100,681.508367
-1.0,100,682.84971
-1.0,100,684.235994
-1.0,100,685.565716
1.0,27,685.670537
-1.0,100,686.995213
-1.0,100,687.402113
-1.0,100,688.73885
-1.0,100,690.076913
1.0,98,691.438375
-1.0,100,692.932226
-1.0,100,693.338248
1.0,11,693.375134
-1.0,100,694.739513
-1.0,100,696.157209
-1.0,100,697.531375
1.0,19,697.622232
1.0,98,698.990846
-1.0,100,699.422523
1.0,66,700.646998
1.0,14,700.704925
1.0,5,700.732545
-1.0,100,702.091942
-1.0,100,703.404069
-1.0,100,703.764162
1.0,59,705.093509
1.0,52,705.303706
-1.0,100,706.727511
-1.0,100,708.172912
-1.0,100,709.529794
-1.0,100,709.90724
-1.0,100,711.345815
-1.0,100,712.679145
1.0,10,712.718191
-1.0,100,714.074377
1.0,89,715.341341
1.0,93,715.720527
-1.0,100,717.08147
-1.0,100,718.426635
-1.0,100,719.766566
1.0,89,720.107868
-1.0,100,721.529244
-1.0,100,722.961317
-1.0,100,724.340238
1.0,21,724.427948
1.0,61,724.674303
-1.0,100,726.143088
-1.0,100,727.552324
1.0,19,727.625543
1.0,26,727.729616
-1.0,100,729.087888
-1.0,100,730.493897
-1.0,100,731.820884
-1.0,100,732.215389
1.0,13,732.275581
-1.0,100,733.643483
1.0,53,734.770067
-1.0,100,735.17548
-1.0,100,736.588999
-1.0,100,738.010758
-1.0,100,739.413818
1.0,83,739.743521
-1.0,100,741.123623
-1.0,100,742.446073
-1.0,100,743.84689
1.0,41,744.012988
1.0,18,744.07836
-1.0,100,745.400874
-1.0,100,746.725868
-1.0,100,748.087032
-1.0,100,748.538401
1.0,36,749.610131
-1.0,100,750.008036
-1.0,100,751.368935
-1.0,100,752.706909
1.0,8,752.739306
-1.0,100,754.101463
-1.0,100,755.452353
-1.0,100,755.892456
-1.0,100,757.267037
-1.0,100,758.843212
1.0,55,759.077436
-1.0,100,760.544791
-1.0,100,761.909323
-1.0,100,763.297679
-1.0,100,763.716497
1.0,58,764.951238
-1.0,100,766.350763
1.0,88,766.707176
-1.0,100,768.052815
-1.0,100,769.40412
-1.0,100,770.841404
-1.0,100,772.232653
-1.0,100,772.649227
-1.0,100,773.97776
-1.0,100,775.322868
1.0,19,775.401732
1.0,97,776.800286
-1.0,100,778.212301
1.0,13,778.264348
-1.0,100,778.684886
-1.0,100,780.026837
-1.0,100,781.320597
-1.0,100,782.855942
-1.0,100,784.217387
1.0,87,784.57502
-1.0,100,786.062116
-1.0,100,787.539518
-1.0,100,789.027838
1.0,16,789.096327
1.0,64,789.378816
1.0,36,789.538309
-1.0,100,790.896338
-1.0,100,792.268242
-1.0,100,793.711488
-1.0,100,795.033871
-1.0,100,795.461024
-1.0,100,796.791698
-1.0,100,798.123321
-1.0,100,799.408911
-1.0,100,800.728461
-1.0,100,801.137054
-1.0,100,802.611386
-1.0,100,804.076691
-1.0,100,805.384185
1.0,76,805.686951
-1.0,100,807.138638
-1.0,100,808.596506
-1.0,100,809.957627
-1.0,100,810.34054
1.0,32,811.414146
-1.0,100,811.799019
-1.0,100,813.187709
-1.0,100,814.700502
-1.0,100,816.053076
-1.0,100,817.545477
-1.0,100,817.966514
1.0,69,819.281288
1.0,29,819.402713
-1.0,100,820.822216
-1.0,100,822.261584
-1.0,100,822.653975
-1.0,100,824.009569
-1.0,100,825.343667
-1.0,100,826.742853
-1.0,100,828.230354
-1.0,100,828.649402
-1.0,100,829.993829
-1.0,100,831.406953
-1.0,100,832.810086
-1.0,100,833.208865
-1.0,100,834.642533
-1.0,100,836.044683
-1.0,100,837.368889
-1.0,100,838.803809
1.0,85,839.128682
-1.0,100,840.483313
-1.0,100,841.83294
-1.0,100,843.239118
-1.0,100,843.657231
-1.0,100,844.988029
-1.0,100,846.433361
-1.0,100,847.785067
-1.0,100,848.176075
-1.0,100,849.575342
1.0,100,850.944012
-1.0,100,852.335795
-1.0,100,853.705549
-1.0,100,854.12179
-1.0,100,855.458883
1.0,14,855.519027
-1.0,100,856.9017
1.0,25,857.02772
-1.0,100,858.396468
-1.0,100,859.768085
1.0,23,859.860667
-1.0,100,861.251543
1.0,16,861.313406
-1.0,100,862.645861
-1.0,100,863.079413
1.0,77,864.421784
1.0,7,864.447111
-1.0,100,865.946779
-1.0,100,867.336568
-1.0,100,867.738286
-1.0,100,869.177073
-1.0,100,870.540192
-1.0,100,871.979904
-1.0,100,873.399472
-1.0,100,873.793714
-1.0,100,875.317239
1.0,31,875.447157
1.0,72,876.762991
-1.0,100,878.197499
-1.0,100,879.564391
1.0,6,879.590897
-1.0,100,880.005731
-1.0,100,881.395497
-1.0,100,882.818609
-1.0,100,884.333934
-1.0,100,884.730901
-1.0,100,886.064145
-1.0,100,887.413182
-1.0,100,888.847593
1.0,43,889.01319
-1.0,100,890.415658
-1.0,100,891.882436
-1.0,100,892.281411
-1.0,100,893.666161
-1.0,100,895.047535
-1.0,100,896.664835
-1.0,100,897.96296
-1.0,100,898.406475
-1.0,100,899.748473
-1.0,100,901.234732
-1.0,100,902.658754
-1.0,100,904.042297
-1.0,100,904.455803
-1.0,100,905.841034
-1.0,100,907.290268
-1.0,100,908.579917
-1.0,100,908.998174
-1.0,100,910.605378
1.0,18,910.683781
-1.0,100,912.097187
-1.0,100,913.585345
-1.0,100,915.051144
-1.0,100,915.456463
1.0,66,916.723958
-1.0,100,918.259403
-1.0,100,919.66498
1.0,80,919.995118
-1.0,100,921.361559
-1.0,100,922.670414
-1.0,100,924.054812
1.0,46,924.245688
-1.0,100,925.664725
-1.0,100,926.076825
1.0,28,927.342344
-1.0,100,927.732498
-1.0,100,929.096887
1.0,58,930.357775
-1.0,100,930.775771
1.0,17,931.868181
1.0,52,932.06901
-1.0,100,933.474119
-1.0,100,934.833774
1.0,46,935.016797
-1.0,100,936.507568
-1.0,100,936.917471
1.0,37,938.084158
-1.0,100,939.428621
-1.0,100,939.860407
-1.0,100,941.222991
1.0,16,941.288465
-1.0,100,942.704598
-1.0,100,944.033371
-1.0,100,945.480617
-1.0,100,945.910655
1.0,48,947.032878
-1.0,100,948.402731
1.0,42,948.587909
-1.0,100,950.006179
-1.0,100,950.401459
-1.0,100,951.72676
-1.0,100,953.19874
-1.0,100,954.599863
-1.0,100,955.953258
1.0,39,956.126546
-1.0,100,957.648621
-1.0,100,958.068751
-1.0,100,959.451079
1.0,25,959.550575
1.0,29,960.717658
-1.0,100,961.10879
-1.0,100,962.576542
-1.0,100,964.038167
-1.0,100,965.448245
-1.0,100,966.819264
1.0,35,966.959059
-1.0,100,968.25184
-1.0,100,968.648126
-1.0,100,970.067659
-1.0,100,971.489619
-1.0,100,972.992762
-1.0,100,973.39214
-1.0,100,974.712962
-1.0,100,976.155668
-1.0,100,977.484349
-1.0,100,978.922292
1.0,14,978.969002
-1.0,100,979.381264
-1.0,100,980.793543
-1.0,100,982.110179
-1.0,100,983.529435
1.0,21,983.621314
-1.0,100,984.978837
-1.0,100,986.443261
-1.0,100,986.83491
-1.0,100,988.142329
-1.0,100,989.459911
-1.0,100,990.901657
-1.0,100,991.275466
-1.0,100,992.683367
-1.0,100,994.0813
-1.0,100,995.423773
-1.0,100,996.771629
1.0,20,996.860775
-1.0,100,998.232892
-1.0,100,998.64367
-1.0,100,1000.31703
1.0,27,1000.417382
1.0,14,1000.468964
-1.0,100,1001.853994
-1.0,100,1003.200267
1.0,47,1003.391857
-1.0,100,1004.79921
1.0,66,1006.027195
-1.0,100,1006.400486
-1.0,100,1007.799002
1.0,12,1007.842263
1.0,60,1009.07437
