#{"t_start": 1550439623.9956381, "env_id": null}
r,l,t
-1.0,100,464.609661
1.0,38,465.914407
-1.0,100,467.323112
-1.0,100,467.746661
-1.0,100,469.182582
-1.0,100,470.573496
-1.0,100,472.027231
-1.0,100,472.457679
1.0,37,473.537651
1.0,67,473.8031
-1.0,100,475.249925
-1.0,100,476.599586
-1.0,100,477.949262
1.0,17,478.026874
1.0,60,478.277627
-1.0,100,479.765526
-1.0,100,481.157612
-1.0,100,482.58673
1.0,78,482.91538
-1.0,100,484.323605
-1.0,100,485.749066
-1.0,100,487.043772
-1.0,100,487.441551
-1.0,100,488.861073
1.0,99,490.307999
1.0,68,490.596519
-1.0,100,492.052309
-1.0,100,493.435865
-1.0,100,494.75774
-1.0,100,496.187069
-1.0,100,496.618618
-1.0,100,497.981878
-1.0,100,499.327317
1.0,69,499.633412
-1.0,100,500.997737
-1.0,100,502.472387
-1.0,100,503.87622
-1.0,100,505.261764
-1.0,100,505.673514
1.0,97,506.994729
-1.0,100,508.412521
-1.0,100,509.892355
-1.0,100,510.287325
-1.0,100,511.688549
-1.0,100,513.103596
-1.0,100,514.548739
-1.0,100,516.023238
1.0,59,516.264412
-1.0,100,517.790203
-1.0,100,519.17009
-1.0,100,519.599874
-1.0,100,520.976436
-1.0,100,522.372963
1.0,17,522.450367
1.0,23,522.552752
1.0,50,523.704631
1.0,30,523.848228
1.0,45,524.020748
-1.0,100,525.378606
-1.0,100,526.764504
-1.0,100,528.121627
-1.0,100,528.522234
-1.0,100,529.881527
-1.0,100,531.270995
-1.0,100,532.693121
-1.0,100,533.119341
-1.0,100,534.607772
-1.0,100,535.994814
-1.0,100,537.436603
-1.0,100,538.856215
1.0,56,539.104919
-1.0,100,540.423318
-1.0,100,541.99812
-1.0,100,542.438148
1.0,46,543.584196
-1.0,100,543.991953
-1.0,100,545.427851
-1.0,100,546.861397
1.0,28,546.973532
-1.0,100,548.366803
-1.0,100,549.848211
1.0,91,551.247233
-1.0,100,551.679291
1.0,38,552.873037
-1.0,100,553.295875
1.0,6,553.323506
1.0,43,554.491897
1.0,52,554.716549
1.0,12,554.767045
-1.0,100,556.218559
-1.0,100,557.694868
1.0,22,557.787531
-1.0,100,559.333456
1.0,53,559.54339
1.0,49,560.794664
-1.0,100,561.216894
-1.0,100,562.697389
1.0,89,564.148165
-1.0,100,565.750573
-1.0,100,566.112878
-1.0,100,567.502021
-1.0,100,568.927803
-1.0,100,570.37412
1.0,60,570.614575
1.0,14,570.673313
1.0,17,570.741532
1.0,36,571.846844
-1.0,100,573.156566
1.0,35,573.297184
1.0,90,574.64798
-1.0,100,575.042033
-1.0,100,576.535704
1.0,44,576.721126
-1.0,100,578.216475
-1.0,100,579.61573
-1.0,100,581.009842
-1.0,100,582.431319
1.0,33,582.579432
-1.0,100,583.916436
1.0,63,584.194355
-1.0,100,585.646003
-1.0,100,587.057494
-1.0,100,587.448684
1.0,57,588.68785
1.0,79,588.994568
-1.0,100,590.37941
1.0,39,591.617481
-1.0,100,592.042704
1.0,39,593.249135
-1.0,100,593.661673
1.0,19,594.773619
-1.0,100,595.173157
-1.0,100,596.592564
1.0,38,596.737862
-1.0,100,598.181563
-1.0,100,599.647221
-1.0,100,601.147673
-1.0,100,602.538004
-1.0,100,602.963825
1.0,76,604.296581
1.0,62,604.531698
1.0,81,605.840063
1.0,97,607.255119
-1.0,100,608.7888
-1.0,100,609.193843
-1.0,100,610.539605
-1.0,100,612.010551
-1.0,100,613.479995
-1.0,100,613.910797
-1.0,100,615.391548
-1.0,100,616.810409
-1.0,100,618.209983
-1.0,100,619.674659
-1.0,100,620.122852
-1.0,100,621.513545
1.0,23,621.597646
-1.0,100,623.09869
-1.0,100,624.50122
-1.0,100,625.8348
-1.0,100,626.241098
-1.0,100,627.719179
-1.0,100,629.161371
-1.0,100,630.621543
1.0,48,630.831034
-1.0,100,632.357484
-1.0,100,633.731556
1.0,10,633.776098
-1.0,100,635.326356
1.0,10,635.366967
-1.0,100,635.788465
1.0,33,636.905741
-1.0,100,638.347787
1.0,36,638.499254
1.0,32,638.619658
1.0,12,638.670626
-1.0,100,640.162356
-1.0,100,641.539929
1.0,37,641.681149
-1.0,100,643.266159
-1.0,100,644.65881
1.0,27,644.755595
1.0,8,644.789467
-1.0,100,646.158175
-1.0,100,646.563002
-1.0,100,647.974478
-1.0,100,649.326162
-1.0,100,650.808143
-1.0,100,652.187849
-1.0,100,652.606178
-1.0,100,653.941441
-1.0,100,655.323317
-1.0,100,656.687325
1.0,58,656.932845
-1.0,100,658.292772
-1.0,100,659.927983
-1.0,100,660.329135
-1.0,100,661.795979
-1.0,100,663.174722
-1.0,100,664.544839
1.0,45,664.739851
-1.0,100,666.169449
-1.0,100,667.565907
-1.0,100,667.950015
-1.0,100,669.307814
-1.0,100,670.726989
-1.0,100,672.133043
-1.0,100,673.563837
-1.0,100,673.959012
1.0,81,675.319451
-1.0,100,676.694216
-1.0,100,678.11596
1.0,90,678.469291
1.0,51,679.613649
1.0,32,679.742745
1.0,46,679.913666
1.0,15,679.969501
-1.0,100,681.350366
-1.0,100,682.821668
-1.0,100,684.167059
-1.0,100,685.467216
-1.0,100,685.873025
-1.0,100,687.358028
-1.0,100,688.745148
-1.0,100,690.201487
-1.0,100,690.605521
-1.0,100,692.047663
-1.0,100,693.45329
1.0,5,693.475439
-1.0,100,694.858905
-1.0,100,696.286176
-1.0,100,696.699221
-1.0,100,698.108845
1.0,39,698.262852
-1.0,100,699.658997
-1.0,100,701.054385
-1.0,100,702.435877
-1.0,100,703.845537
-1.0,100,704.261495
1.0,11,704.305088
-1.0,100,705.702571
-1.0,100,707.077491
-1.0,100,708.457979
1.0,89,709.851337
-1.0,100,710.245942
-1.0,100,711.633311
-1.0,100,713.097746
1.0,85,714.536821
-1.0,100,714.922224
-1.0,100,716.253981
-1.0,100,717.78454
-1.0,100,719.193708
1.0,71,719.466448
1.0,75,720.7678
1.0,34,720.912223
-1.0,100,722.39532
-1.0,100,723.925404
-1.0,100,724.329763
-1.0,100,725.746429
-1.0,100,727.134599
-1.0,100,728.577315
-1.0,100,730.054247
-1.0,100,730.431962
1.0,15,730.489365
-1.0,100,731.932629
-1.0,100,733.413448
-1.0,100,734.825274
-1.0,100,736.23292
-1.0,100,736.660012
1.0,62,737.911701
1.0,12,737.960616
1.0,47,738.152946
-1.0,100,739.621655
-1.0,100,740.97716
-1.0,100,742.365055
1.0,19,742.443641
-1.0,100,743.809793
1.0,82,744.146443
-1.0,100,745.487928
-1.0,100,746.902939
-1.0,100,748.278225
1.0,41,748.435524
1.0,41,748.587901
-1.0,100,750.021166
-1.0,100,751.425278
-1.0,100,752.829294
-1.0,100,753.188421
-1.0,100,754.617218
-1.0,100,756.057841
-1.0,100,757.42239
1.0,7,757.451439
-1.0,100,757.827824
-1.0,100,759.310224
-1.0,100,760.648801
-1.0,100,762.128948
-1.0,100,763.514848
1.0,31,763.621819
-1.0,100,765.038835
-1.0,100,765.408815
1.0,36,766.610117
-1.0,100,767.017141
-1.0,100,768.36553
-1.0,100,769.764123
-1.0,100,771.239445
-1.0,100,772.692694
-1.0,100,773.10459
-1.0,100,774.663944
-1.0,100,776.075947
-1.0,100,777.486431
-1.0,100,777.862593
-1.0,100,779.197221
-1.0,100,780.638614
-1.0,100,782.115239
-1.0,100,783.475197
-1.0,100,783.899283
-1.0,100,785.291892
1.0,27,785.402935
-1.0,100,786.753485
-1.0,100,788.182762
-1.0,100,789.614198
-1.0,100,791.110672
-1.0,100,791.523344
-1.0,100,792.996384
1.0,14,793.052005
1.0,36,793.206274
-1.0,100,794.625595
1.0,55,795.969628
-1.0,100,796.407603
1.0,50,797.619454
-1.0,100,799.060418
1.0,25,799.166841
-1.0,100,800.740787
-1.0,100,801.164778
-1.0,100,802.489066
-1.0,100,803.987523
-1.0,100,805.559896
-1.0,100,807.024548
1.0,56,807.276423
1.0,16,807.341026
1.0,28,807.454518
-1.0,100,808.867433
-1.0,100,810.318388
-1.0,100,811.686415
-1.0,100,812.097959
1.0,75,813.46627
-1.0,100,814.826573
-1.0,100,816.186715
-1.0,100,816.598817
-1.0,100,818.040204
-1.0,100,819.546967
1.0,17,819.629736
-1.0,100,821.008332
-1.0,100,822.481452
-1.0,100,822.891389
-1.0,100,824.474469
1.0,83,825.881217
-1.0,100,827.329885
-1.0,100,827.766127
-1.0,100,829.251674
-1.0,100,830.676969
-1.0,100,832.11356
-1.0,100,833.517561
-1.0,100,833.934722
1.0,91,835.295071
1.0,40,835.459403
-1.0,100,836.85735
-1.0,100,838.267335
-1.0,100,839.756007
-1.0,100,840.157038
-1.0,100,841.556462
-1.0,100,842.977785
-1.0,100,844.520632
1.0,23,844.619811
1.0,31,844.76027
-1.0,100,846.098963
-1.0,100,847.484902
-1.0,100,848.887802
-1.0,100,849.293937
1.0,72,850.713822
1.0,34,850.845381
-1.0,100,852.314946
-1.0,100,853.750899
-1.0,100,855.170602
-1.0,100,855.578273
-1.0,100,857.111533
1.0,30,857.236668
-1.0,100,858.803563
-1.0,100,860.245528
-1.0,100,861.654633
-1.0,100,862.070432
1.0,26,863.167018
-1.0,100,863.555899
-1.0,100,864.956049
1.0,88,866.284616
-1.0,100,867.748971
-1.0,100,868.139731
-1.0,100,869.585488
-1.0,100,871.057302
-1.0,100,872.423804
-1.0,100,873.789851
1.0,80,874.143228
-1.0,100,875.616606
1.0,81,877.168132
-1.0,100,877.594151
-1.0,100,879.015266
-1.0,100,880.445463
-1.0,100,881.811927
-1.0,100,883.247
1.0,78,883.591493
-1.0,100,884.990216
-1.0,100,886.421095
-1.0,100,886.825877
1.0,79,888.129965
-1.0,100,889.628619
1.0,29,889.744605
-1.0,100,891.166982
-1.0,100,892.497811
-1.0,100,892.890993
-1.0,100,894.277788
-1.0,100,895.74067
-1.0,100,897.253863
-1.0,100,898.727179
-1.0,100,899.127238
1.0,10,899.174381
-1.0,100,900.518404
-1.0,100,901.969012
1.0,66,902.2573
-1.0,100,903.618303
-1.0,100,905.044957
1.0,68,906.355646
-1.0,100,906.749017
-1.0,100,908.199644
-1.0,100,909.629656
-1.0,100,910.986867
-1.0,100,911.379528
-1.0,100,912.724495
-1.0,100,914.212394
1.0,11,914.260873
1.0,18,914.344553
1.0,46,915.726066
1.0,84,916.087738
-1.0,100,917.535065
1.0,16,917.601063
1.0,14,917.658509
-1.0,100,918.974898
-1.0,100,920.379396
-1.0,100,921.754472
-1.0,100,922.175922
-1.0,100,923.606508
-1.0,100,925.011985
1.0,18,925.082497
-1.0,100,926.440227
-1.0,100,927.874357
-1.0,100,928.258305
1.0,41,929.458714
1.0,52,929.653851
-1.0,100,930.985298
-1.0,100,932.459131
1.0,52,932.661558
1.0,61,933.974345
-1.0,100,934.364735
-1.0,100,935.717858
-1.0,100,937.095634
-1.0,100,938.510943
-1.0,100,939.865206
-1.0,100,940.236198
-1.0,100,941.661748
-1.0,100,943.076796
-1.0,100,944.50379
-1.0,100,944.89713
-1.0,100,946.424242
-1.0,100,947.870436
-1.0,100,949.280141
-1.0,100,950.711131
-1.0,100,951.094979
-1.0,100,952.49198
-1.0,100,953.845641
-1.0,100,955.280548
1.0,21,955.374919
-1.0,100,956.731969
1.0,86,957.07066
1.0,71,958.353873
-1.0,100,959.774119
-1.0,100,960.178195
